leverage,cooks_distance,studentized_residual,flag_cooks_4n
0.002157849095958551,6.175410013410542e-07,-0.029269406340515374,False
0.0039304181733985,0.0016178004317237392,1.1090434471239838,False
0.0022277588126529014,0.0013608566070929373,1.3522233592072845,False
0.0026961673292483918,0.0015514337423489972,-1.3121019074379145,False
0.008016794668345387,0.00014402552891664718,-0.23122359347701357,False
0.004836157916773323,0.003346938341382392,1.4374129078813418,False
0.0012910916057211686,0.00013596833812569886,0.5617207346942867,False
0.0031140051122941674,3.568006454821878e-05,0.1851128340248203,False
0.001343207348405243,1.3272729109227987e-05,-0.1720589797469451,False
0.002197257170131903,7.981384794963255e-05,-0.32974760778629947,False
0.0023399975171233068,9.985580660117952e-05,0.3573805161038121,False
0.0024161294965861484,3.267897983468672e-05,-0.2011914303331592,False
0.001366438461287635,4.814441315639153e-07,0.032489394382090524,False
0.0032085021096159103,2.0934607683954853e-05,0.1396831558913405,False
0.001968493619213441,0.0002642142928823513,-0.6339337899313398,False
0.002275690189560994,0.00026042696256423526,0.5852646703029236,False
0.001604046515753617,0.004644236650765529,2.9448333650448335,False
0.002452125686581304,0.0024124255790078067,-1.7158649385947786,False
0.0024460151069716557,0.00014197709547167841,0.41678147509764657,False
0.0027020937837006634,0.0005126831074599991,-0.7534377493849538,False
0.0015181178470347323,0.00018608079415738184,0.6059387885144037,False
0.004377061609186075,3.910335596895863e-05,0.1633517382581899,False
0.004714972317325933,0.0009829627063817105,0.7889751228567959,False
0.00646041953095168,0.002727579030585408,1.1217898978661809,False
0.005476475006565778,4.069513280269797e-05,0.1488979908707335,False
0.0013898128165044559,0.0006445076403670428,1.1786761675297337,False
0.0016649946606128888,0.0028270547074045567,-2.255067058092996,False
0.0014564910432722784,0.0013132156205836166,1.643456580439629,False
0.0034204406320296485,0.00029077769278533077,0.5041457723694962,False
0.009785761773589073,0.00337277379589075,1.011862494529444,False
0.007613397938644938,0.003012619906257129,-1.0853854093978752,False
0.004487056659891404,0.0007301242207975657,-0.6971105958655949,False
0.0029977694460915916,1.8907147254062466e-05,0.13734807634634702,False
0.002197642528874939,2.466058160306953e-08,0.005795701667756822,False
0.0023740302679343102,8.049512346188814e-05,0.3185562717359323,False
0.0038089423035831613,0.0016011635014373765,1.120850243883839,False
0.001358604816123017,0.0013295026586215887,-1.7122352735570254,False
0.004630550700776599,0.0018153149248448875,1.081963096317817,False
0.006230444706722906,4.220801556962153e-05,0.1421154894730532,False
0.0019413670186296114,1.3383936099352908e-05,-0.1436735288122334,False
0.006641459449062411,0.0037191025351154174,-1.2918168817736149,False
0.0016818707276909132,0.00018557832063882646,0.5748604367631317,False
0.0055843962975334685,0.009648660499121322,-2.2703352385489994,True
0.0013406690323047028,0.00022273597728572666,0.7055108651345593,False
0.0013139715504725147,0.0008751305486220214,-1.4125978973780409,False
0.0015321619615905483,9.613744084212647e-06,0.13709499750761445,False
0.014890069955491143,7.554725818771119e-05,0.12245145794643628,False
0.00229885961954503,0.0012407850275118904,1.2710215320770633,False
0.0024078302490287322,1.5030861808928213e-05,-0.13668351890066113,False
0.0024910676802299596,0.00027934753985993984,-0.5792935406343988,False
0.0014995409082426822,0.00010327369557296141,-0.45420348473965494,False
